len,perplexity,z_natural,is_high,complexity_mean,low_complexity_frac,distinct_3mer_frac,repetitiveness,commec_status,max_window_z,min_window_z,argmax_window_pos,pdb,replicate,prefix_frac,kind,is_full_adversary
76,4.311527465908752,-2.5448465257412582,False,0.8550346340860532,0.0,1.0,0.0,skipped,-1.6212196323467605,-2.037304580679399,10,1UBQ,-1,1.0,native,False
76,15.119437799893054,0.9889844564225797,False,0.855574558556537,0.0,1.0,0.0,skipped,3.754649803057147,-0.7123924761568882,36,1UBQ,0,0.0,stitch_000pct_native_prefix,True
76,11.477276638898445,-0.2018823767603148,False,0.8629969040136027,0.0,1.0,0.0,skipped,2.785246844899618,-1.3875655980386714,44,1UBQ,0,0.1,stitch_010pct_native_prefix,False
76,10.885382271506163,-0.39541235517641343,False,0.8485028408028683,0.0,1.0,0.0,skipped,2.836937501809289,-1.5772850018309923,44,1UBQ,0,0.25,stitch_025pct_native_prefix,False
76,9.535282399006896,-0.836850580607595,False,0.8364104718785346,0.0,1.0,0.0,skipped,2.6444820526160107,-1.873870510134616,44,1UBQ,0,0.4,stitch_040pct_native_prefix,False
76,8.753055444548593,-1.0926130509952796,False,0.8415117885173548,0.0,1.0,0.0,skipped,2.573167897278502,-1.8738567917102957,44,1UBQ,0,0.5,stitch_050pct_native_prefix,False
76,7.994201975207101,-1.3407331609900204,False,0.8474229918619006,0.0,1.0,0.0,skipped,1.9262560657867596,-1.8749392037648425,45,1UBQ,0,0.6,stitch_060pct_native_prefix,False
76,5.871067036537329,-2.0349284118512365,False,0.8609318545152108,0.0,1.0,0.0,skipped,-0.4894147478327358,-2.018927632233791,44,1UBQ,0,0.75,stitch_075pct_native_prefix,False
76,5.2515426287262725,-2.237492504157352,False,0.8637928078039403,0.0,1.0,0.0,skipped,-1.3700099729411475,-1.850869484207797,44,1UBQ,0,0.9,stitch_090pct_native_prefix,False
76,4.311527465908752,-2.5448465257412582,False,0.8550346340860532,0.0,1.0,0.0,skipped,-1.6212196323467605,-2.037304580679399,10,1UBQ,0,1.0,stitch_100pct_native_prefix,False
